#     MeshFile                     :       ./grid/rae2822_hybrid2d__4.fts
#     Reynolds                     :       6.500000e+06  1/m
#     Mach                         :       0.73
#     Alpha                        :       2.79  degree
#     Beta                         :       0  degree
#     Wall Temperature             :       Adiabatic Wall
#     gridScaleFactor              :       1
#     forceReferenceLength         :       1  m
#     forceReferenceLengthSpanWise :       1  m
#     forceReferenceArea           :       1  m^2
#     TorqueRefX                   :       0
#     TorqueRefY                   :       0
#     TorqueRefZ                   :       0
#     iter                         :       10000

#        CA             CN            CZ1           Cml             Cmn            Cm
#        CA_p           CN_p          CZ1_p         Cml_p           Cmn_p          Cm_p
#        CA_f           CN_f          CZ1_f         Cml_f           Cmn_f          Cm_f

*whole
-2.1855670381e-02	8.4774106735e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1240274792e-01
-2.7225149820e-02	8.4745352056e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1239089734e-01
5.3694794392e-03	2.8754678735e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.1850577357e-05

*wall
-2.1855670381e-02	8.4774106735e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1240274792e-01
-2.7225149820e-02	8.4745352056e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1239089734e-01
5.3694794392e-03	2.8754678735e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.1850577357e-05

*body(wall)
-2.1855670381e-02	8.4774106735e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1240274792e-01
-2.7225149820e-02	8.4745352056e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1239089734e-01
5.3694794392e-03	2.8754678735e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.1850577357e-05
